source,type,score,scored_by,status,episodes,members
original,tv,7.91,126595,finished_airing,26.0,324914
manga,special,8.54,64906,finished_airing,1.0,134546
original,movie,7.82,154407,finished_airing,1.0,322246
manga,tv,7.58,680574,finished_airing,24.0,1088690
manga,ova,8.18,83239,finished_airing,8.0,151354
original,tv,8.23,77562,finished_airing,25.0,137373
manga,tv,8.3,73948,finished_airing,51.0,133252
4_koma_manga,tv,7.82,149272,finished_airing,13.0,259200
manga,movie,7.87,133229,finished_airing,1.0,205358
manga,tv,7.67,281573,finished_airing,24.0,593494
manga,tv,7.75,192082,finished_airing,64.0,357858
manga,ova,8.25,76135,finished_airing,14.0,140511
manga,ona,8.22,77669,finished_airing,10.0,135870
light_novel,tv,7.76,181780,finished_airing,11.0,355231
manga,tv,7.62,385004,finished_airing,13.0,797661
original,tv,8.08,92277,finished_airing,25.0,147733
manga,tv,8.26,74992,finished_airing,26.0,245657
novel,ova,7.81,150402,finished_airing,3.0,294544
web_manga,tv,7.85,135703,finished_airing,13.0,305220
original,tv,8.2,78046,finished_airing,13.0,192614
original,movie,7.84,138733,finished_airing,1.0,288159
visual_novel,special,7.78,166385,finished_airing,1.0,259354
manga,ova,7.85,135041,finished_airing,2.0,253511
manga,movie,7.9,122160,finished_airing,1.0,203914
manga,tv,7.57,642906,finished_airing,20.0,1138315
manga,tv,7.93,113514,finished_airing,38.0,227285
manga,tv,8.15,81759,finished_airing,12.0,197367
manga,tv,7.92,113851,finished_airing,13.0,288181
manga,tv,7.8,148459,finished_airing,12.0,351006
original,movie,8.16,79481,finished_airing,1.0,159409
manga,tv,7.64,301817,finished_airing,11.0,624396
manga,movie,8.22,74736,finished_airing,1.0,180953
visual_novel,special,7.84,134200,finished_airing,1.0,225366
web_manga,tv,8.23,73536,finished_airing,12.0,174560
light_novel,tv,7.55,921881,finished_airing,13.0,1476095
original,movie,7.57,547858,finished_airing,3.0,916762
manga,ona,8.06,89819,finished_airing,12.0,166619
original,tv,7.94,106296,finished_airing,24.0,293920
visual_novel,tv,8.19,76066,finished_airing,13.0,162782
manga,tv,7.73,183342,finished_airing,46.0,369361
original,tv,7.72,190699,finished_airing,13.0,380285
manga,tv,7.86,125854,finished_airing,12.0,337353
original,tv,7.62,322163,finished_airing,12.0,718939
light_novel,tv,7.56,594347,finished_airing,24.0,1002758
manga,tv,7.6,377094,finished_airing,12.0,847502
light_novel,tv,7.58,431895,finished_airing,12.0,725193
light_novel,tv,7.68,221101,finished_airing,13.0,364565
other,tv,7.97,98398,finished_airing,13.0,274861
light_novel,tv,7.71,197330,finished_airing,12.0,375085
manga,tv,8.28,69001,finished_airing,4.0,134177
manga,ova,7.72,182229,finished_airing,2.0,319013
light_novel,movie,7.78,144616,finished_airing,1.0,235038
manga,tv,8.47,59267,finished_airing,24.0,134207
light_novel,ova,7.9,109169,finished_airing,1.0,179574
original,movie,7.64,254892,finished_airing,1.0,426518
other,tv,7.77,147027,finished_airing,13.0,253059
web_manga,tv,7.83,128136,finished_airing,13.0,308934
web_manga,ova,7.95,97800,finished_airing,3.0,196601
light_novel,movie,7.83,127297,finished_airing,1.0,210051
manga,ova,8.31,64453,finished_airing,8.0,123373
manga,tv,8.08,80577,finished_airing,20.0,250563
manga,movie,7.9,105943,finished_airing,1.0,170260
manga,tv,8.23,68442,finished_airing,11.0,125676
manga,tv,7.72,173186,finished_airing,12.0,344891
manga,tv,7.98,92125,finished_airing,12.0,200863
manga,movie,7.68,201826,finished_airing,1.0,335152
light_novel,tv,7.82,127650,finished_airing,12.0,253308
visual_novel,tv,7.89,106589,finished_airing,12.0,251536
original,movie,7.56,438240,finished_airing,1.0,704699
novel,tv,8.13,75389,finished_airing,26.0,213008
manga,tv,7.98,90226,finished_airing,26.0,158206
web_manga,tv,7.55,512217,finished_airing,13.0,879533
web_manga,ova,7.7,181519,finished_airing,1.0,315339
manga,tv,7.9,101929,finished_airing,12.0,186774
manga,tv,8.14,74037,finished_airing,11.0,122267
original,tv,7.8,130507,finished_airing,26.0,320941
other,movie,7.72,164304,finished_airing,1.0,261270
novel,tv,8.14,72825,finished_airing,24.0,242563
web_manga,special,7.7,174548,finished_airing,6.0,310245
game,special,7.73,153528,finished_airing,4.0,226623
manga,ova,8.23,64462,finished_airing,1.0,104421
manga,movie,7.55,444828,finished_airing,1.0,721484
manga,movie,8.15,71033,finished_airing,1.0,112124
light_novel,tv,7.55,434418,finished_airing,12.0,720191
manga,tv,7.55,432624,finished_airing,12.0,762861
4_koma_manga,tv,7.56,381981,finished_airing,12.0,705245
manga,movie,8.21,65408,finished_airing,1.0,112690
manga,tv,8.06,76900,finished_airing,24.0,136031
4_koma_manga,tv,7.65,202877,finished_airing,13.0,425009
light_novel,tv,7.57,333747,finished_airing,25.0,598190
light_novel,tv,7.67,184512,finished_airing,12.0,384727
manga,tv,8.21,64824,finished_airing,13.0,139605
manga,tv,8.0,82124,finished_airing,24.0,261870
manga,tv,7.77,130993,finished_airing,12.0,249362
light_novel,movie,7.98,85110,finished_airing,1.0,235512
original,tv,8.01,80356,finished_airing,12.0,205173
web_manga,tv,7.5,967486,finished_airing,12.0,1609625
manga,tv,7.66,189901,finished_airing,12.0,375932
manga,tv,8.32,58023,finished_airing,39.0,119015
manga,tv,8.09,73303,finished_airing,14.0,140070
manga,ova,8.06,75927,finished_airing,1.0,143624
light_novel,movie,7.92,90742,finished_airing,1.0,182978
original,tv,7.62,225163,finished_airing,13.0,407658
light_novel,tv,7.61,237568,finished_airing,24.0,484754
web_manga,tv,7.82,113586,finished_airing,12.0,279640
manga,tv,7.49,1125046,finished_airing,25.0,1866901
game,movie,7.72,143065,finished_airing,1.0,210389
manga,tv,7.55,377825,finished_airing,12.0,746050
manga,tv,8.49,51561,finished_airing,99.0,188310
manga,movie,8.59,48999,finished_airing,1.0,124110
original,ona,8.01,77410,finished_airing,6.0,181044
manga,tv,7.62,212816,finished_airing,12.0,439458
original,tv,8.2,61664,finished_airing,39.0,209998
manga,tv,7.56,308027,finished_airing,13.0,629104
manga,tv,7.66,172562,finished_airing,25.0,423607
manga,tv,7.92,86935,finished_airing,145.0,178753
manga,ova,7.87,94121,finished_airing,12.0,192726
manga,tv,7.94,82227,finished_airing,24.0,159685
manga,ova,8.1,68281,finished_airing,3.0,130587
novel,tv,7.48,964409,finished_airing,12.0,1616854
manga,tv,7.47,1265850,finished_airing,24.0,2014407
manga,movie,7.79,113417,finished_airing,1.0,192732
manga,tv,7.49,704286,finished_airing,12.0,1287594
manga,movie,7.7,142982,finished_airing,1.0,220472
game,movie,7.64,174535,finished_airing,1.0,257591
original,tv,8.14,63999,finished_airing,38.0,163497
web_novel,ona,8.35,52407,finished_airing,11.0,122794
manga,tv,7.48,855448,finished_airing,13.0,1471831
original,tv,7.67,155671,finished_airing,13.0,401142
manga,tv,7.66,164063,finished_airing,25.0,366536
manga,tv,7.97,76731,finished_airing,9.0,131406
manga,tv,7.85,94531,finished_airing,12.0,216622
4_koma_manga,special,7.84,96045,finished_airing,1.0,156926
manga,tv,7.82,100462,finished_airing,12.0,181819
light_novel,ova,7.87,89887,finished_airing,1.0,165209
manga,special,8.0,73771,finished_airing,4.0,155077
manga,tv,7.76,118189,finished_airing,161.0,247014
light_novel,special,7.85,92803,finished_airing,2.0,165729
game,ova,7.91,81553,finished_airing,1.0,129945
manga,tv,8.38,49914,finished_airing,50.0,121756
web_manga,movie,8.37,49624,finished_airing,1.0,126660
manga,tv,7.57,237640,finished_airing,51.0,485340
original,movie,7.71,133968,finished_airing,1.0,264469
light_novel,tv,7.65,156163,finished_airing,13.0,310776
card_game,tv,7.62,177423,finished_airing,12.0,403200
manga,special,8.43,47815,finished_airing,1.0,97577
original,tv,7.6,190807,finished_airing,12.0,410498
manga,movie,7.87,87169,finished_airing,1.0,212464
manga,tv,7.67,142334,finished_airing,26.0,321572
original,tv,7.85,89773,finished_airing,25.0,222752
light_novel,tv,7.48,580598,finished_airing,12.0,889277
manga,movie,8.1,62628,finished_airing,1.0,186398
light_novel,tv,8.08,63984,finished_airing,10.0,139778
light_novel,tv,7.52,341312,finished_airing,13.0,623839
light_novel,tv,7.54,283034,finished_airing,12.0,506363
manga,special,7.72,123136,finished_airing,1.0,208777
manga,ova,8.04,65626,finished_airing,2.0,126076
manga,tv,7.84,89083,finished_airing,12.0,154175
4_koma_manga,tv,7.7,129003,finished_airing,12.0,251765
original,movie,8.18,55486,finished_airing,1.0,102259
manga,tv,7.47,590122,finished_airing,13.0,1046191
4_koma_manga,special,8.15,57311,finished_airing,1.0,100562
manga,tv,8.08,61856,finished_airing,75.0,134447
manga,tv,7.86,82424,finished_airing,178.0,179436
manga,tv,8.2,53482,finished_airing,12.0,104799
web_novel,ona,8.38,46055,finished_airing,8.0,99846
4_koma_manga,tv,7.56,217217,finished_airing,13.0,481659
original,tv,7.77,100498,finished_airing,12.0,286310
visual_novel,tv,8.0,67078,finished_airing,12.0,162676
manga,movie,7.92,74118,finished_airing,1.0,138633
4_koma_manga,tv,7.57,200538,finished_airing,12.0,421646
original,tv,7.62,157215,finished_airing,50.0,369313
manga,movie,7.87,79682,finished_airing,1.0,162632
game,tv,7.69,127148,finished_airing,127.0,206330
light_novel,tv,7.72,115986,finished_airing,11.0,301814
light_novel,tv,8.6,41425,currently_airing,12.0,336336
manga,tv,7.79,93585,finished_airing,13.0,233324
manga,tv,7.89,76146,finished_airing,38.0,142556
original,movie,7.92,72713,finished_airing,1.0,127928
light_novel,tv,7.76,99179,finished_airing,25.0,225878
manga,tv,7.93,70996,finished_airing,38.0,206342
web_manga,tv,7.54,240026,finished_airing,10.0,453287
manga,tv,8.22,50123,finished_airing,26.0,98859
novel,tv,7.56,201401,finished_airing,11.0,425155
manga,tv,7.49,359477,finished_airing,13.0,701357
novel,ona,8.16,53037,finished_airing,3.0,102772
manga,tv,7.75,99234,finished_airing,114.0,182371
4_koma_manga,tv,7.69,121921,finished_airing,13.0,248942
manga,tv,8.38,43767,finished_airing,12.0,117670
light_novel,tv,7.53,245382,finished_airing,24.0,450151
light_novel,tv,7.49,342956,finished_airing,12.0,589736
light_novel,movie,7.57,180975,finished_airing,1.0,415098
manga,ova,8.39,43386,finished_airing,2.0,82394
manga,tv,8.29,45994,currently_airing,12.0,285625
light_novel,special,7.88,74198,finished_airing,1.0,144537
light_novel,ova,7.59,161250,finished_airing,1.0,263287
novel,movie,8.19,50377,finished_airing,1.0,131026
manga,movie,8.3,45307,finished_airing,1.0,75363
manga,tv,7.58,167166,finished_airing,13.0,288434
manga,special,8.1,54310,finished_airing,1.0,102917
original,tv,7.94,65518,finished_airing,25.0,168868
novel,movie,8.19,48859,finished_airing,1.0,120204
original,movie,7.75,94422,finished_airing,1.0,167375
manga,tv,7.54,210892,finished_airing,12.0,405660
light_novel,tv,7.48,335225,finished_airing,11.0,581670
web_manga,tv,7.6,144569,finished_airing,12.0,312798
original,tv,7.75,93246,finished_airing,50.0,165583
original,tv,7.55,190488,finished_airing,22.0,483471
manga,tv,7.71,105514,finished_airing,12.0,177130
light_novel,tv,7.44,539216,finished_airing,12.0,917159
manga,tv,7.69,111627,finished_airing,13.0,301605
manga,movie,7.85,74640,finished_airing,1.0,140071
manga,tv,8.09,53301,finished_airing,13.0,165564
manga,ova,8.27,44501,finished_airing,3.0,93610
manga,tv,7.41,1183313,finished_airing,26.0,1958310
manga,movie,7.78,85475,finished_airing,1.0,157583
original,special,7.68,111744,finished_airing,2.0,196449
visual_novel,tv,7.48,306894,finished_airing,13.0,598170
manga,tv,8.4,40528,finished_airing,25.0,69291
light_novel,tv,7.48,305581,finished_airing,12.0,640853
manga,tv,7.57,157801,finished_airing,12.0,351643
light_novel,tv,7.56,170162,finished_airing,24.0,304077
manga,tv,7.6,139102,finished_airing,12.0,304937
light_novel,ona,7.62,130470,finished_airing,12.0,239827
original,tv,7.51,230042,finished_airing,12.0,475262
manga,tv,7.91,64369,finished_airing,12.0,121865
manga,tv,7.95,60644,finished_airing,24.0,163553
manga,tv,7.43,512831,finished_airing,131.0,795235
manga,tv,7.67,109674,finished_airing,13.0,227325
manga,ova,7.98,58127,finished_airing,13.0,105323
light_novel,tv,7.42,634748,finished_airing,12.0,1060111
original,tv,7.42,625058,finished_airing,22.0,1187384
original,tv,7.89,66142,finished_airing,25.0,144155
light_novel,tv,7.46,344134,finished_airing,13.0,639688
manga,tv,7.9,64703,finished_airing,13.0,129350
manga,tv,8.06,52953,finished_airing,12.0,141291
manga,tv,7.65,117268,finished_airing,12.0,214286
original,tv,7.61,130983,finished_airing,26.0,349858
manga,tv,7.68,105715,finished_airing,61.0,182837
light_novel,tv,7.55,172787,finished_airing,12.0,376890
manga,tv,7.57,149498,finished_airing,12.0,331222
manga,tv,8.81,35050,finished_airing,26.0,92877
original,tv,7.88,66816,finished_airing,26.0,158196
manga,tv,7.59,137570,finished_airing,12.0,316625
manga,tv,7.58,140332,finished_airing,73.0,404430
novel,movie,7.76,83806,finished_airing,1.0,192299
web_manga,special,7.83,72716,finished_airing,6.0,133698
light_novel,movie,7.57,145841,finished_airing,1.0,282338
original,movie,7.63,121555,finished_airing,1.0,249566
original,tv,7.9,63519,finished_airing,12.0,133301
4_koma_manga,ova,7.8,76277,finished_airing,1.0,130327
original,tv,7.63,120880,finished_airing,51.0,193212
original,special,7.85,69770,finished_airing,1.0,122797
manga,tv,8.26,42579,finished_airing,52.0,85841
novel,tv,7.53,187601,finished_airing,11.0,411638
original,tv,7.56,153655,finished_airing,13.0,323835
novel,ova,8.1,48902,finished_airing,7.0,96082
manga,movie,7.58,139176,finished_airing,1.0,264940
web_manga,tv,7.77,80094,finished_airing,12.0,197964
manga,tv,8.19,44430,finished_airing,26.0,70209
web_manga,movie,8.16,45688,finished_airing,1.0,120472
manga,tv,7.56,151133,finished_airing,13.0,347041
manga,tv,8.01,53659,finished_airing,25.0,89190
manga,tv,7.59,132573,finished_airing,12.0,260701
light_novel,tv,7.42,496261,finished_airing,12.0,778358
other,ona,7.64,113510,finished_airing,10.0,174884
original,movie,7.98,55361,finished_airing,1.0,122707
manga,movie,7.51,202992,finished_airing,1.0,323825
web_manga,tv,7.73,87839,finished_airing,12.0,188533
light_novel,tv,7.46,291661,finished_airing,12.0,565826
original,special,7.55,157598,finished_airing,2.0,267798
novel,tv,7.74,85237,finished_airing,19.0,199760
manga,movie,7.62,119587,finished_airing,1.0,207373
manga,tv,7.48,244938,finished_airing,224.0,384565
manga,tv,8.22,42494,finished_airing,26.0,67674
manga,tv,7.51,196114,finished_airing,12.0,383349
original,movie,8.01,52624,finished_airing,1.0,94487
manga,special,8.11,46608,finished_airing,1.0,98063
manga,tv,7.8,73076,finished_airing,25.0,144417
light_novel,movie,7.6,125398,finished_airing,1.0,246493
manga,tv,7.64,108296,finished_airing,12.0,226609
original,ova,7.74,81844,finished_airing,13.0,196017
game,tv,7.72,87485,finished_airing,47.0,136258
game,tv,7.83,68107,finished_airing,26.0,185225
manga,tv,7.67,97077,finished_airing,12.0,181289
manga,tv,7.95,55231,finished_airing,34.0,109724
light_novel,tv,7.49,214443,finished_airing,10.0,372755
manga,movie,7.78,74630,finished_airing,1.0,170544
original,tv,7.43,374136,finished_airing,13.0,743905
original,ova,8.33,37683,finished_airing,26.0,112121
manga,tv,8.27,39543,finished_airing,14.0,106834
light_novel,tv,7.4,569963,finished_airing,26.0,1029079
manga,tv,7.9,58542,finished_airing,13.0,129786
manga,special,7.7,89972,finished_airing,2.0,199889
light_novel,movie,8.0,51551,finished_airing,1.0,112488
manga,special,8.47,35138,finished_airing,2.0,70676
light_novel,tv,7.78,73534,finished_airing,12.0,232211
manga,tv,7.61,116191,finished_airing,24.0,265867
manga,tv,7.72,84305,finished_airing,43.0,153756
light_novel,tv,7.47,230243,finished_airing,12.0,426252
light_novel,tv,7.68,91129,finished_airing,12.0,177743
light_novel,tv,7.44,305484,finished_airing,10.0,571465
visual_novel,tv,7.62,108541,finished_airing,13.0,240557
manga,tv,7.72,80855,finished_airing,25.0,157873
original,tv,8.14,43278,finished_airing,12.0,146797
manga,tv,7.5,183844,finished_airing,24.0,359490
manga,tv,7.71,84778,finished_airing,13.0,161486
original,tv,7.79,70121,finished_airing,26.0,170951
manga,tv,7.39,554127,finished_airing,25.0,1113103
original,tv,7.69,88007,finished_airing,49.0,156568
light_novel,tv,7.45,254754,finished_airing,24.0,526991
manga,tv,7.84,61961,finished_airing,24.0,151472
original,tv,7.57,125564,finished_airing,13.0,286858
manga,tv,7.81,64994,finished_airing,21.0,167704
manga,ova,7.58,119835,finished_airing,1.0,220990
manga,tv,8.32,35955,finished_airing,25.0,61311
manga,tv,7.62,103053,finished_airing,24.0,222739
music,music,8.13,42567,finished_airing,1.0,71577
other,ona,7.74,75551,finished_airing,10.0,112821
manga,tv,8.19,39863,finished_airing,26.0,63950
manga,ova,8.09,43716,finished_airing,13.0,73513
4_koma_manga,tv,7.53,144542,finished_airing,12.0,308451
manga,tv,7.49,177812,finished_airing,25.0,345705
original,tv,7.84,59661,finished_airing,22.0,194920
manga,special,7.77,69046,finished_airing,1.0,106711
original,ona,8.17,39640,finished_airing,10.0,67473
manga,tv,7.41,347844,finished_airing,13.0,636413
manga,tv,7.45,230597,finished_airing,12.0,444970
manga,tv,7.9,53146,finished_airing,26.0,135388
manga,ova,8.33,34852,finished_airing,1.0,77863
web_manga,tv,7.69,80987,finished_airing,13.0,212993
4_koma_manga,tv,7.63,94237,finished_airing,13.0,216654
original,tv,7.52,144296,finished_airing,12.0,291146
manga,tv,7.7,78903,finished_airing,13.0,185944
manga,tv,7.86,55879,finished_airing,24.0,120638
light_novel,tv,7.44,237104,finished_airing,12.0,409857
manga,ova,7.66,87150,finished_airing,1.0,165019
web_manga,tv,7.42,275946,finished_airing,12.0,458941
manga,tv,7.53,136128,finished_airing,12.0,309241
light_novel,tv,7.45,214662,finished_airing,24.0,407983
novel,tv,8.02,44391,finished_airing,45.0,145580
manga,ova,7.68,80178,finished_airing,2.0,134279
manga,special,8.35,33415,finished_airing,1.0,68011
4_koma_manga,ova,7.76,67020,finished_airing,8.0,126473
original,tv,7.4,342034,finished_airing,11.0,636844
original,ova,8.01,44389,finished_airing,12.0,80578
light_novel,tv,7.41,303322,finished_airing,12.0,493178
manga,ova,7.8,61277,finished_airing,5.0,131445
original,tv,8.04,42769,finished_airing,26.0,143831
manga,ova,7.97,45548,finished_airing,2.0,82507
manga,movie,8.44,31481,finished_airing,1.0,94848
manga,tv,7.94,47037,finished_airing,52.0,107063
original,tv,7.69,76253,finished_airing,12.0,204496
manga,special,7.86,53248,finished_airing,1.0,88836
manga,tv,8.48,30973,finished_airing,13.0,124724
light_novel,tv,7.52,134732,finished_airing,24.0,293792
manga,ova,7.62,90396,finished_airing,4.0,142829
